name,year,budget,gross,adjusted_budget,adjusted_gross
"Distant Voices, Still Lives",1988,0,688329,0,1505893
The Kiss,1988,6000000,1869148,13126509,4089231
Tucker: The Man and His Dream,1988,23000000,19652638,50318284,42995088
Moving,1988,0,10815378,0,23661359
The Rescue,1988,0,5855392,0,12810143
Critters 2,1988,4500000,3813293,9844882,8342537
High Hopes,1988,0,1192322,0,2608504
Hot to Trot,1988,0,6436211,0,14080830
The Great Outdoors,1988,24000000,41455230,52506036,90693741
Moon Over Parador,1988,20000000,11444204,43755030,25037074
Dominick and Eugene,1988,0,3076031,0,6729591
The Deceivers,1988,0,346297,0,757612
Drowning by Numbers,1988,0,424773,0,929298
D.O.A.,1988,0,12706478,0,27798616
Red Heat,1988,29000000,34994648,63444793,76559593
The Serpent and the Rainbow,1988,7000000,19595031,15314260,42869058
Pumpkinhead,1988,3500000,4385516,7657130,9594419
Spellbinder,1988,0,1938049,0,4239970
Dead Ringers,1988,13000000,9134733,28440769,19984526
The Beast of War,1988,0,161004,0,352237
Pass the Ammo,1988,0,169785,0,371447
The Bear,1988,0,31753898,0,69469637
Feds,1988,0,3838793,0,8398325
Judgement in Berlin,1988,0,229556,0,502211
Betrayed,1988,19000000,25816139,41567278,56479296
Camille Claudel,1988,0,201055,0,439858
Tapeheads,1988,0,343786,0,752118
Cameron's Closet,1988,7000000,136203,15314260,297978
Dead Heat,1988,5000000,3588626,10938757,7851022
Ernest Saves Christmas,1988,6000000,28202109,13126509,61699206
Paperhouse,1988,0,241278,0,527856
They Live,1988,4000000,13008928,8751006,28460301
Punchline,1988,15000000,21032267,32816272,46013373
Another Woman,1988,10000000,1562749,21877515,3418906
Big,1988,18000000,114968774,39379527,251523105
Big Business,1988,0,40150487,0,87839287
The Naked Gun: From the Files of Police Squad!,1988,12000000,78041829,26253018,170736127
Frantic,1988,20000000,17637950,43755030,38587451
The Wrong Guys,1988,0,1152786,0,2522009
Stand and Deliver,1988,0,13994920,0,30617407
Out of the Dark,1988,1600000,419428,3500402,917604
Who Framed Roger Rabbit,1988,70000000,156452370,153142604,342278904
Luces de una gran ciudad,1988,25000000,16118077,54693787,35262347
Jack's Back,1988,1000000,492519,2187751,1077509
The Blob,1988,19000000,8247943,41567278,18044449
The Navigator: A Medieval Odyssey,1988,0,1333379,0,2917102
Patty Hearst,1988,0,1223326,0,2676333
Apartment Zero,1988,4000000,670774,8751006,1467487
Escorpion rojo,1988,16000000,4192440,35004024,9172017
Hellbound: Hellraiser II,1988,3000000,11090735,6563254,24263772
Poltergeist III,1988,10500000,14114488,22971391,30878992
Police Academy 5: Assignment: Miami Beach,1988,0,4239831,0,9275697
Clean and Sober,1988,0,8674093,0,18976760
The Milagro Beanfield War,1988,22000000,13825794,48130533,30247401
The Unbearable Lightness of Being,1988,17000000,10006806,37191775,21892405
Everybody's All-American,1988,0,12638294,0,27649446
A Nightmare on Elm Street 4: The Dream Master,1988,13000000,49369899,28440769,108009070
Platoon Leader,1988,0,1348771,0,2950776
Little Nikita,1988,15000000,1733070,32816272,3791526
The Unholy,1988,0,6337299,0,13864435
Arthur 2: On the Rocks,1988,0,14681192,0,32118800
The Big Blue,1988,0,3500000,0,7657130
Young Einstein,1988,0,11536599,0,25239212
Some Girls,1988,0,401421,0,878209
Young Guns,1988,13000000,45661556,28440769,99896137
I'm Gonna Git You Sucka,1988,3000000,13030057,6563254,28506526
Phantasm II,1988,3000000,7282851,6563254,15933068
Johnny Be Good,1988,22000000,17550399,48130533,38395911
A Night in the Life of Jimmy Reardon,1988,0,6264058,0,13704202
Buster,1988,0,540000,0,1181386
Heartbreak Hotel,1988,13000000,5509417,28440769,12053235
Permanent Record,1988,8000000,1893139,17502012,4141718
The Moderns,1988,0,2011497,0,4400656
Braddock: Missing in Action III,1988,0,6193901,0,13550716
Heart of Midnight,1988,0,113275,0,247818
Waxwork,1988,0,808114,0,1767953
Appointment with Death,1988,0,960040,0,2100329
Illegally Yours,1988,13000000,259019,28440769,566669
Things Change,1988,0,3527886,0,7718138
The Good Mother,1988,14000000,4764606,30628521,10423774
Colors,1988,6000000,46616067,13126509,101984370
Coming to America,1988,39000000,128152300,85322308,280365384
Rambo III,1988,63000000,53715611,137828343,117516407
For Keeps?,1988,0,17514553,0,38317489
For Queen & Country,1988,0,191051,0,417972
Child's Play,1988,9000000,33244684,19689763,72731107
Working Girl,1988,28000000,64000000,61257041,140016095
Dangerous Liaisons,1988,14000000,34700000,30628521,75914976
Not of This Earth,1988,210000,107352,459428,234859
Kansas,1988,0,2432536,0,5321784
Tiger Warsaw,1988,0,422667,0,924690
Biloxi Blues,1988,20000000,43184798,43755030,94477606
Clara's Heart,1988,0,5194491,0,11364255
Casual Sex?,1988,0,12277096,0,26859235
Stormy Monday,1988,0,1791328,0,3918980
Time of the Gypsies,1988,0,280015,0,612603
Women on the Verge of a Nervous Breakdown,1988,700000,7179298,1531426,15706520
The Couch Trip,1988,19000000,11005304,41567278,24076870
A World Apart,1988,0,2326900,0,5090679
The Adventures of Baron Munchausen,1988,46630000,8083123,102014851,17683864
Elvira: Mistress of the Dark,1988,7500000,5596267,16408136,12243241
Heathers,1988,3000000,1108462,6563254,2425039
976-EVIL,1988,0,2955917,0,6466812
Bad Dreams,1988,4000000,9797098,8751006,21433616
1969,1988,0,5979011,0,13080590
Bird,1988,9000000,2181286,19689763,4772112
The Seventh Sign,1988,0,18875011,0,41293833
18 Again!,1988,0,2567099,0,5616175
Off Limits,1988,0,7242035,0,15843773
Memories of Me,1988,12000000,3965604,26253018,8675756
Rain Man,1988,25000000,172825435,54693787,378099101
Vice Versa,1988,0,13664060,0,29893567
And God Created Woman,1988,0,717376,0,1569440
Vibes,1988,18000000,1883811,39379527,4121310
Stars and Bars,1988,0,111987,0,245000
Stealing Home,1988,0,7467504,0,16337043
Mac and Me,1988,13000000,6424112,28440769,14054361
Oliver & Company,1988,31000000,74151346,67820296,162224717
Big Top Pee-wee,1988,0,15122324,0,33083887
A Fish Called Wanda,1988,7500000,63493712,16408136,138908462
The House on Carroll Street,1988,14000000,459824,30628521,1005981
Cocoon: The Return,1988,17500000,18924919,38285651,41403020
Hiding Out,1987,7000000,7019441,15947861,15992153
Malone,1987,10000000,3060858,22782658,6973448
The Barbarians,1987,4000000,800000,9113063,1822613
Wall Street,1987,15000000,43848100,34173988,99897629
Matewan,1987,4000000,1680358,9113063,3828302
Harry and the Hendersons,1987,0,29760613,0,67802588
A Nightmare on Elm Street 3: Dream Warriors,1987,4500000,44793222,10252196,102050868
Hellraiser,1987,1000000,14564027,2278266,33180725
Maurice,1987,2600000,3130592,5923491,7132321
Born in East L.A.,1987,0,17355263,0,39539903
Light of Day,1987,0,10489617,0,23898136
The Hidden,1987,0,9747988,0,22208508
Masters of the Universe,1987,22000000,17336370,50121849,39496860
Who's That Girl,1987,0,7305209,0,16643208
Hamburger Hill,1987,0,13839404,0,31529841
Hollywood Shuffle,1987,100000,5228617,227827,11912180
Wanted: Dead or Alive,1987,0,7555000,0,17212298
Like Father Like Son,1987,0,34377585,0,78321278
White Mischief,1987,5300000,3107551,12074809,7079827
The Chipmunk Adventure,1987,0,6804312,0,15502032
A Prayer for the Dying,1987,6000000,1432687,13669595,3264042
Lethal Weapon,1987,15000000,65207127,34173988,148559170
The Big Town,1987,0,1733017,0,3948273
Maid to Order,1987,3000000,9868521,6834798,22483114
A Month in the Country,1987,0,443524,0,1010466
Leonard Part 6,1987,24000000,4916871,54678380,11201939
Less Than Zero,1987,0,12396383,0,28242256
Mannequin,1987,6000000,42721196,13669595,97330242
The Allnighter,1987,0,2700000,0,6151318
Hope and Glory,1987,0,10021120,0,22830775
Boyfriends and Girlfriends,1987,0,823243,0,1875566
The Bedroom Window,1987,0,12640385,0,28798157
House II: The Second Story,1987,0,7800000,0,17770474
The Hanoi Hilton,1987,0,760000,0,1731482
The Believers,1987,0,18753438,0,42725317
The Grand Highway,1987,0,760539,0,1732710
White of the Eye,1987,0,225132,0,512911
The Belly of an Architect,1987,0,287725,0,655514
Hello Again,1987,0,20419446,0,46520926
Cold Steel,1987,0,285885,0,651322
Making Mr. Right,1987,0,1584970,0,3610983
The Glass Menagerie,1987,0,895904,0,2041107
La Bamba,1987,6500000,54215416,14808728,123517131
Adventures in Babysitting,1987,0,34368475,0,78300523
Teen Wolf Too,1987,3000000,7888703,6834798,17972563
White Water Summer,1987,0,300859,0,685437
A Man in Love,1987,0,949451,0,2163102
The Curse,1987,0,1930001,0,4397055
Walk Like a Man,1987,0,460608,0,1049387
China Girl,1987,0,1262091,0,2875379
My Best Friend Is a Vampire,1987,0,174380,0,397284
Burglar,1987,0,16337355,0,37220838
Extreme Prejudice,1987,22000000,11307844,50121849,25762275
Death Before Dishonor,1987,0,4546244,0,10357552
The Trouble with Spies,1987,0,205507,0,468200
Assassination,1987,5000000,6075793,11391329,13842272
Death Wish 4: The Crackdown,1987,5000000,6880310,11391329,15675175
Evil Dead II,1987,3600000,5923044,8201757,13494269
Predator,1987,15000000,59735548,34173988,136093459
Jaws: The Revenge,1987,23000000,20763013,52400114,47303663
3 Men and a Baby,1987,11000000,167780960,25060924,382249631
Someone to Watch Over Me,1987,17000000,10278549,38730519,23417267
Some Kind of Wonderful,1987,0,18553948,0,42270826
Prick Up Your Ears,1987,0,1654743,0,3769944
Can't Buy Me Love,1987,0,31623833,0,72047499
Prince of Darkness,1987,3000000,14182492,6834798,32311487
Au Revoir les Enfants,1987,0,4542825,0,10349763
Prison,1987,1300000,354704,2961746,808110
The Monster Squad,1987,12000000,3769990,27339190,8589039
Prom Night II,1987,0,2683519,0,6113770
Police Academy 4: Citizens on Patrol,1987,0,28061343,0,63931199
"Planes, Trains & Automobiles",1987,30000000,49530280,68347975,112843145
The Untouchables,1987,25000000,76270454,56956646,173764370
Stakeout,1987,0,65673233,0,149621084
The Witches of Eastwick,1987,22000000,63766510,50121849,145277062
Square Dance,1987,0,225358,0,513425
Innerspace,1987,27000000,25893810,61513178,58992983
The Fourth Protocol,1987,6000000,12423831,13669595,28304790
Beyond Therapy,1987,0,790000,0,1799830
"Good Morning, Vietnam",1987,13000000,123922370,29617456,282328103
Dead of Winter,1987,0,2413427,0,5498428
Fatal Beauty,1987,0,12046526,0,27445189
Fatal Attraction,1987,14000000,156645693,31895722,356880532
Pelle the Conqueror,1987,0,2053931,0,4679401
Penitentiary III,1987,0,1392616,0,3172749
Spaceballs,1987,22700000,38119483,51716635,86846316
Personal Services,1987,0,1744164,0,3973669
Aria,1987,0,1028679,0,2343604
Deadly Illusion,1987,0,626724,0,1427844
Peter Kenna's The Good Wife,1987,0,1155020,0,2631443
Beverly Hills Cop II,1987,28000000,153665000,63791444,350089721
Ernest Goes to Camp,1987,3000000,23509382,6834798,53560622
Best Seller,1987,0,4278150,0,9746763
Overboard,1987,0,26713187,0,60859742
Return to Horror High,1987,0,1189709,0,2710473
Eat the Rich,1987,0,200723,0,457300
"Rita, Sue and Bob Too",1987,0,124167,0,282885
In the Mood,1987,0,999382,0,2276858
Dirty Dancing,1987,6000000,63952836,13669595,145701562
The Running Man,1987,27000000,38122105,61513178,86852290
The Rosary Murders,1987,0,1730337,0,3942168
Barfly,1987,3000000,3221568,6834798,7339588
Disorderlies,1987,0,10348437,0,23576491
Roxanne,1987,12000000,40050884,27339190,91246561
The Pick-up Artist,1987,15000000,13290368,34173988,30278991
September,1987,10000000,486434,22782658,1108226
*batteries not included,1987,0,32945797,0,75059284
Russkies,1987,0,2189047,0,4987231
Dragnet,1987,20000000,57387516,45565317,130744018
The Princess Bride,1987,16000000,30857814,36452254,70302304
Revenge of the Nerds II: Nerds in Paradise,1987,0,30063289,0,68492165
Rent-a-Cop,1987,0,295000,0,672088
The Squeeze,1987,19000000,2228951,43287051,5078143
Bagdad Cafe,1987,0,3587303,0,8172830
Babette's Feast,1987,0,4398938,0,10021950
Baby Boom,1987,0,26712476,0,60858122
Enemy Territory,1987,0,197791,0,450620
Radio Days,1987,16000000,14792779,36452254,33701883
Slam Dance,1987,0,406881,0,926983
Back to the Beach,1987,0,13110903,0,29870123
Raising Arizona,1987,6000000,22847564,13669595,52052825
Ishtar,1987,55000000,14375181,125304621,32750484
Rampage,1987,7500000,796368,17086994,1814338
Benji the Hunted,1987,0,22257624,0,50708785
Empire of the Sun,1987,35000000,22238696,79739305,50665662
"Silent Night, Deadly Night 2",1987,100000,154323,227827,351589
Ironweed,1987,27000000,7393346,61513178,16844008
Real Men,1987,0,873903,0,1990983
The Sicilian,1987,9000000,5406879,20504393,12318308
Siesta,1987,0,700000,0,1594786
Shy People,1987,0,769119,0,1752258
Zombie High,1987,0,21905,0,49905
The Secret of My Succe$s,1987,12000000,66995879,27339190,152634423
Julia and Julia,1987,0,901364,0,2053547
Broadcast News,1987,20000000,51249404,45565317,116759767
Gardens of Stone,1987,0,5262047,0,11988342
Over the Top,1987,25000000,16057580,56956646,36583436
Withnail & I,1987,0,1544889,0,3519668
Summer School,1987,0,35658098,0,81238627
Swimming to Cambodia,1987,0,1092911,0,2489942
Cyclone,1987,0,41174,0,93805
Wings of Desire,1987,0,3210139,0,7313550
Housekeeping,1987,0,1083282,0,2468004
Blind Date,1987,18000000,39321715,41008785,89585320
Street Smart,1987,5000000,1119112,11391329,2549635
No Man's Land,1987,0,2877571,0,6555872
The Kindred,1987,0,2407024,0,5483841
"No Retreat, No Surrender 2",1987,0,108154,0,246404
Tin Men,1987,11000000,25411386,25060924,57893893
The Killing Time,1987,0,500283,0,1139778
No Way Out,1987,15000000,35509515,34173988,80900115
Tough Guys Don't Dance,1987,5000000,858250,11391329,1955322
Near Dark,1987,5000000,3369307,11391329,7676177
The Living Daylights,1987,30000000,51185897,68347975,116615081
The Principal,1987,0,19734940,0,44961440
The Last Emperor,1987,23000000,43984230,52400114,100207769
Cross My Heart,1987,0,1025762,0,2336959
Surrender,1987,15000000,5711976,34173988,13013400
Wisdom,1987,0,5715174,0,13020686
Black Widow,1987,0,25205460,0,57424739
Amazon Women on the Moon,1987,0,548696,0,1250075
American Ninja 2: The Confrontation,1987,350000,4000000,797393,9113063
My Demon Lover,1987,0,3922273,0,8935981
Superman IV: The Quest for Peace,1987,17000000,15681020,38730519,35725532
Full Metal Jacket,1987,30000000,46357676,68347975,105615110
Wish You Were Here,1987,0,3283832,0,7481442
From the Hip,1987,0,9518342,0,21685313
Nadine,1987,12000000,5669831,27339190,12917382
From a Whisper to a Scream,1987,1100000,1355728,2506092,3088709
Cry Freedom,1987,29000000,5899797,66069710,13441306
Straight to Hell,1987,1000000,210200,2278266,478891
Suspect,1987,0,18782400,0,42791300
84 Charing Cross Road,1987,0,1083486,0,2468469
Three O'Clock High,1987,6000000,3685862,13669595,8397374
Date with an Angel,1987,8000000,1988962,18226127,4531384
Angel Heart,1987,17000000,17185632,38730519,39153438
Hunk,1987,0,1749956,0,3986865
Creepshow 2,1987,3500000,14000000,7973930,31895722
Steel Dawn,1987,3520000,562187,8019496,1280811
Anguish,1987,0,228789,0,521242
The Garbage Pail Kids Movie,1987,1000000,1576615,2278266,3591948
Steele Justice,1987,0,1327740,0,3024945
North Shore,1987,0,3832228,0,8730834
Flowers in the Attic,1987,0,15151736,0,34519683
The Dead,1987,0,4370078,0,9956199
Five Corners,1987,0,969205,0,2208107
World Gone Wild,1987,0,307000,0,699428
The Lost Boys,1987,0,32222567,0,73411574
T�nel al infierno,1987,2500000,13539458,5695665,30846485
House of Games,1987,0,2585639,0,5890773
Three for the Road,1987,0,1539000,0,3506251
The Year My Voice Broke,1987,0,213901,0,487323
Nuts,1987,25000000,30950002,56956646,70512332
Critical Condition,1987,14000000,20240502,31895722,46113244
Throw Momma from the Train,1987,14000000,57915972,31895722,131947981
Moonstruck,1987,15000000,80640528,34173988,183720561
Morgan Stewart's Coming Home,1987,0,2136381,0,4867244
Outrageous Fortune,1987,0,52864741,0,120439934
Creepozoids,1987,75000,13133,170870,29920
Knights of the City,1986,0,601451,0,1420275
"'night, Mother",1986,0,441863,0,1043422
�Three Amigos!,1986,25000000,39246734,59035356,92677796
The Great Mouse Detective,1986,14000000,38600000,33059799,91150589
Killer Party,1986,0,681337,0,1608919
Iron Eagle,1986,0,24159872,0,57051466
Invaders from Mars,1986,12000000,4884663,28336971,11534713
Willy/Milly,1986,0,277405,0,655068
King Kong Lives,1986,10000000,4711220,23614142,11125142
In the Shadow of Kilimanjaro,1986,0,181410,0,428384
The Decline of the American Empire,1986,0,1902706,0,4493077
Wired to Kill,1986,0,193153,0,456114
8 Million Ways to Die,1986,18000000,1305114,42505456,3081915
Jake Speed,1986,0,1943751,0,4590001
Wise Guys,1986,13000000,8475466,30698385,20014086
Kangaroo,1986,0,432266,0,1020759
Jumpin' Jack Flash,1986,0,25587804,0,60423405
The Fringe Dwellers,1986,0,149440,0,352890
52 Pick-Up,1986,0,5186646,0,12247820
The Color of Money,1986,13800000,52293982,32587516,123487753
Care Bears Movie II: A New Generation,1986,0,8540346,0,20167295
Just Between Friends,1986,0,6408791,0,15133810
Castaway,1986,0,483460,0,1141649
The Gospel According to Vic,1986,0,267249,0,631086
"Jo Jo Dancer, Your Life Is Calling",1986,14000000,18034150,33059799,42586099
Jean de Florette,1986,0,4940939,0,11667604
Labyrinth,1986,25000000,12729917,59035356,30060607
Lady Jane,1986,8500000,277646,20072021,655637
9� Weeks,1986,17000000,6734844,40144042,15903756
The Fly,1986,15000000,40456565,35421214,95534708
Bullies,1986,0,2995527,0,7073680
The Clan of the Cave Bear,1986,15000000,1953732,35421214,4613571
Where the River Runs Black,1986,0,676166,0,1596708
Youngblood,1986,0,15448384,0,36480034
Jason Lives: Friday the 13th Part VI,1986,3000000,19472057,7084243,45981593
The Delta Force,1986,12000000,17768900,28336971,41959733
Howard the Duck,1986,35000000,16295774,82649498,38481073
A Fine Mess,1986,0,6029824,0,14238912
Jackals,1986,0,492367,0,1162682
Hoosiers,1986,6000000,28607524,14168485,67554214
The Golden Child,1986,25000000,79817937,59035356,188483213
Witchboard,1986,2000000,7369373,4722828,17402142
Wildcats,1986,0,26285544,0,62071058
Down and Out in Beverly Hills,1986,14000000,62134225,33059799,146724643
Children of a Lesser God,1986,0,31853080,0,75218316
Armed Response,1986,1500000,1368912,3542121,3232568
Ferris Bueller's Day Off,1986,6000000,70136369,14168485,165621020
The Whoopee Boys,1986,0,444746,0,1050230
The Whistle Blower,1986,0,1500000,0,3542121
